year,election_type,district,ward,ed_num,ed_label,shapefile_key,Michael J. LoCurto,"Blank, Void & Scattering",TOTAL,Brian C. Davis,Bryon J. McIntyre,David A. Franczyk,Richard A. Fontana,Demone A. Smith,David A. Rivera,Sergio R. Rodriguez,Peter J. Savage III,Sergio R. Rodriguez Taxpayers First,Eric M. Jones,Joseph Golombek Jr,Michael P. Kearns,Bonnie E. Russell
2007,general,university,UNI,19,19th District ……………,Buffalo UNI 19,,18,89,,,,,,,,,,,,,71.0
2007,general,university,UNI,20,20th District ……………,Buffalo UNI 20,,25,159,,,,,,,,,,,,,134.0
2007,general,university,UNI,21,21st District ……………,Buffalo UNI 21,,31,73,,,,,,,,,,,,,42.0
2007,general,university,UNI,22,22nd District ……………,Buffalo UNI 22,,14,134,,,,,,,,,,,,,120.0
2007,general,university,UNI,23,23rd District ……………,Buffalo UNI 23,,35,177,,,,,,,,,,,,,142.0
2007,general,university,UNI,24,24th District ……………,Buffalo UNI 24,,17,123,,,,,,,,,,,,,106.0
2007,general,university,UNI,25,25th District ……………,Buffalo UNI 25,,24,204,,,,,,,,,,,,,180.0
2007,general,university,UNI,26,26th District ……………,Buffalo UNI 26,,12,127,,,,,,,,,,,,,115.0
2007,general,university,UNI,27,27th District ……………,Buffalo UNI 27,,29,233,,,,,,,,,,,,,204.0
2007,general,university,UNI,28,28th District ……………,Buffalo UNI 28,,24,187,,,,,,,,,,,,,163.0
2007,general,university,UNI,29,29th District ……………,Buffalo UNI 29,,16,135,,,,,,,,,,,,,119.0
2007,general,university,UNI,30,30th District ……………,Buffalo UNI 30,,31,143,,,,,,,,,,,,,112.0
2007,general,university,UNI,31,31st District ……………,Buffalo UNI 31,,77,356,,,,,,,,,,,,,279.0
