year,election_type,district,ward,ed_num,ed_label,shapefile_key,Joel Feroleto,Peter A. Rouff,"Blank, Void & Scattering",TOTAL,Darius G. Pridgen,Terrance L. Heard 1 Ellicott,David A. Franczyk,David P. Howard,Richard A .Fontana,Richard A. Fontana,Ulysees O. Wingo Sr,Michael A. Woolford,Yvette Suarez,David A. Rivera,Charley Tarr,Joseph Golombek Jr,Christopher P. Scanlon,Rasheed N.C. Wyatt
2015,general,university,UNI,5,5th District ……………,Buffalo UNI 5,,,27,111,,,,,,,,,,,,,,84.0
2015,general,university,UNI,6,6th District ……………,Buffalo UNI 6,,,6,50,,,,,,,,,,,,,,44.0
2015,general,university,UNI,7,7th District ……………,Buffalo UNI 7,,,53,224,,,,,,,,,,,,,,171.0
2015,general,university,UNI,8,8th District ……………,Buffalo UNI 8,,,10,29,,,,,,,,,,,,,,19.0
2015,general,university,UNI,9,9th District ……………,Buffalo UNI 9,,,3,27,,,,,,,,,,,,,,24.0
2015,general,university,UNI,10,10th District ……………,Buffalo UNI 10,,,23,172,,,,,,,,,,,,,,149.0
2015,general,university,UNI,11,11th District ……………,Buffalo UNI 11,,,8,80,,,,,,,,,,,,,,72.0
2015,general,university,UNI,12,12th District ……………,Buffalo UNI 12,,,24,177,,,,,,,,,,,,,,153.0
2015,general,university,UNI,13,13th District ……………,Buffalo UNI 13,,,13,132,,,,,,,,,,,,,,119.0
2015,general,university,UNI,14,14th District ……………,Buffalo UNI 14,,,6,81,,,,,,,,,,,,,,75.0
2015,general,university,UNI,15,15th District ……………,Buffalo UNI 15,,,12,99,,,,,,,,,,,,,,87.0
2015,general,university,UNI,16,16th District ……………,Buffalo UNI 16,,,12,100,,,,,,,,,,,,,,88.0
2015,general,university,UNI,17,17th District ……………,Buffalo UNI 17,,,14,103,,,,,,,,,,,,,,89.0
2015,general,university,UNI,18,18th District ……………,Buffalo UNI 18,,,9,36,,,,,,,,,,,,,,27.0
2015,general,university,UNI,19,19th District ……………,Buffalo UNI 19,,,6,107,,,,,,,,,,,,,,101.0
2015,general,university,UNI,20,20th District ……………,Buffalo UNI 20,,,11,74,,,,,,,,,,,,,,63.0
2015,general,university,UNI,21,21st District ……………,Buffalo UNI 21,,,12,94,,,,,,,,,,,,,,82.0
2015,general,university,UNI,22,22nd District ……………,Buffalo UNI 22,,,8,71,,,,,,,,,,,,,,63.0
2015,general,university,UNI,23,23rd District ……………,Buffalo UNI 23,,,16,104,,,,,,,,,,,,,,88.0
2015,general,university,UNI,24,24th District ……………,Buffalo UNI 24,,,14,109,,,,,,,,,,,,,,95.0
2015,general,university,UNI,25,25th District ……………,Buffalo UNI 25,,,17,143,,,,,,,,,,,,,,126.0
2015,general,university,UNI,26,26th District ……………,Buffalo UNI 26,,,15,88,,,,,,,,,,,,,,73.0
2015,general,university,UNI,27,27th District ……………,Buffalo UNI 27,,,3,36,,,,,,,,,,,,,,33.0
