year,election_type,district,ward,ed_num,ed_label,shapefile_key,Julie Propis Penman,Marc A. Coppola,"Blank, Void & Scattering",TOTAL,Brian C. Davis,David A. Franczyk,Anthony Pendergrass,Patsy J. Bevelock Jr.,Richard A. Fontana,Ricky T. Donovan Sr.,Antoine M. Thompson,Dominic J. Bonifacio Jr.,Dominic J. Bonifacio Jr. Consevative,Joseph Golombek Jr.,Genevieve M. Kenyon,James D. Griffin,Mary M. Martino,Bonnie E. Russell
2003,general,niagara,NIA,24,24th District ……………,Buffalo NIA 24,,,35,110,,,,,,,,73.0,2.0,,,,,
2003,general,niagara,NIA,25,25th District ……………,Buffalo NIA 25,,,28,126,,,,,,,,89.0,9.0,,,,,
2003,general,niagara,NIA,26,26th District ……………,Buffalo NIA 26,,,43,178,,,,,,,,128.0,7.0,,,,,
2003,general,niagara,NIA,27,27th District ……………,Buffalo NIA 27,,,10,72,,,,,,,,60.0,2.0,,,,,
2003,general,niagara,NIA,28,28th District ……………,Buffalo NIA 28,,,24,158,,,,,,,,129.0,5.0,,,,,
2003,general,niagara,NIA,29,29th District ……………,Buffalo NIA 29,,,32,151,,,,,,,,114.0,5.0,,,,,
2003,general,niagara,NIA,30,30th District ……………,Buffalo NIA 30,,,19,106,,,,,,,,86.0,1.0,,,,,
2003,general,niagara,NIA,31,31st District ……………,Buffalo NIA 31,,,18,100,,,,,,,,81.0,1.0,,,,,
2003,general,niagara,NIA,32,32nd District ……………,Buffalo NIA 32,,,25,116,,,,,,,,86.0,5.0,,,,,
2003,general,north,NOR,1,1st District ……………,Buffalo NOR 1,,,61,298,,,,,,,,,,237.0,,,,
2003,general,north,NOR,2,2nd District ……………,Buffalo NOR 2,,,22,48,,,,,,,,,,26.0,,,,
2003,general,north,NOR,3,3rd District ……………,Buffalo NOR 3,,,65,314,,,,,,,,,,249.0,,,,
2003,general,north,NOR,4,4th District ……………,Buffalo NOR 4,,,49,235,,,,,,,,,,186.0,,,,
2003,general,north,NOR,5,5th District ……………,Buffalo NOR 5,,,56,216,,,,,,,,,,160.0,,,,
2003,general,north,NOR,6,6th District ……………,Buffalo NOR 6,,,36,137,,,,,,,,,,101.0,,,,
2003,general,north,NOR,7,7th District ……………,Buffalo NOR 7,,,121,302,,,,,,,,,,181.0,,,,
2003,general,north,NOR,8,8th District ……………,Buffalo NOR 8,,,39,123,,,,,,,,,,84.0,,,,
2003,general,north,NOR,9,9th District ……………,Buffalo NOR 9,,,96,315,,,,,,,,,,219.0,,,,
2003,general,north,NOR,10,10th District ……………,Buffalo NOR 10,,,66,173,,,,,,,,,,107.0,,,,
2003,general,north,NOR,11,11th District ……………,Buffalo NOR 11,,,47,198,,,,,,,,,,151.0,,,,
2003,general,north,NOR,12,12th District ……………,Buffalo NOR 12,,,70,278,,,,,,,,,,208.0,,,,
2003,general,north,NOR,13,13th District ……………,Buffalo NOR 13,,,58,223,,,,,,,,,,165.0,,,,
2003,general,north,NOR,14,14th District ……………,Buffalo NOR 14,,,44,124,,,,,,,,,,80.0,,,,
2003,general,north,NOR,15,15th District ……………,Buffalo NOR 15,,,48,181,,,,,,,,,,133.0,,,,
2003,general,north,NOR,16,16th District ……………,Buffalo NOR 16,,,9,35,,,,,,,,,,26.0,,,,
2003,general,north,NOR,17,17th District ……………,Buffalo NOR 17,,,183,389,,,,,,,,,,206.0,,,,
2003,general,north,NOR,18,18th District ……………,Buffalo NOR 18,,,58,208,,,,,,,,,,150.0,,,,
2003,general,north,NOR,19,19th District ……………,Buffalo NOR 19,,,106,302,,,,,,,,,,196.0,,,,
2003,general,north,NOR,20,20th District ……………,Buffalo NOR 20,,,40,196,,,,,,,,,,156.0,,,,
2003,general,north,NOR,21,21st District ……………,Buffalo NOR 21,,,25,96,,,,,,,,,,71.0,,,,
2003,general,north,NOR,22,22nd District ……………,Buffalo NOR 22,,,31,88,,,,,,,,,,57.0,,,,
2003,general,north,NOR,23,23rd District ……………,Buffalo NOR 23,,,34,120,,,,,,,,,,86.0,,,,
2003,general,north,NOR,24,24th District ……………,Buffalo NOR 24,,,70,171,,,,,,,,,,101.0,,,,
2003,general,north,NOR,25,25th District ……………,Buffalo NOR 25,,,84,246,,,,,,,,,,162.0,,,,
2003,general,north,NOR,26,26th District ……………,Buffalo NOR 26,,,23,69,,,,,,,,,,46.0,,,,
2003,general,north,NOR,27,27th District ……………,Buffalo NOR 27,,,32,98,,,,,,,,,,66.0,,,,
2003,general,north,NOR,28,28th District ……………,Buffalo NOR 28,,,74,241,,,,,,,,,,167.0,,,,
2003,general,north,NOR,29,29th District ……………,Buffalo NOR 29,,,49,216,,,,,,,,,,167.0,,,,
2003,general,north,NOR,30,30th District ……………,Buffalo NOR 30,,,33,83,,,,,,,,,,50.0,,,,
2003,general,north,NOR,31,31st District ……………,Buffalo NOR 31,,,153,379,,,,,,,,,,226.0,,,,
2003,general,south,SOU,1,1st District ……………,Buffalo SOU 1,,,9,234,,,,,,,,,,,5.0,142.0,78.0,
2003,general,south,SOU,2,2nd District ……………,Buffalo SOU 2,,,16,237,,,,,,,,,,,10.0,147.0,64.0,
2003,general,south,SOU,3,3rd District ……………,Buffalo SOU 3,,,7,299,,,,,,,,,,,12.0,158.0,122.0,
2003,general,south,SOU,4,4th District ……………,Buffalo SOU 4,,,11,211,,,,,,,,,,,5.0,117.0,78.0,
2003,general,south,SOU,5,5th District ……………,Buffalo SOU 5,,,11,249,,,,,,,,,,,8.0,118.0,112.0,
2003,general,south,SOU,6,6th District ……………,Buffalo SOU 6,,,14,432,,,,,,,,,,,12.0,287.0,119.0,
2003,general,south,SOU,7,7th District ……………,Buffalo SOU 7,,,15,334,,,,,,,,,,,13.0,235.0,71.0,
2003,general,south,SOU,8,8th District ……………,Buffalo SOU 8,,,19,325,,,,,,,,,,,5.0,189.0,112.0,
2003,general,south,SOU,9,9th District ……………,Buffalo SOU 9,,,24,427,,,,,,,,,,,21.0,229.0,153.0,
2003,general,south,SOU,10,10th District ……………,Buffalo SOU 10,,,9,391,,,,,,,,,,,10.0,199.0,173.0,
2003,general,south,SOU,11,11th District ……………,Buffalo SOU 11,,,12,293,,,,,,,,,,,10.0,134.0,137.0,
2003,general,south,SOU,12,12th District ……………,Buffalo SOU 12,,,12,277,,,,,,,,,,,14.0,168.0,83.0,
2003,general,south,SOU,13,13th District ……………,Buffalo SOU 13,,,13,332,,,,,,,,,,,15.0,204.0,100.0,
2003,general,south,SOU,14,14th District ……………,Buffalo SOU 14,,,16,256,,,,,,,,,,,14.0,171.0,55.0,
2003,general,south,SOU,15,15th District ……………,Buffalo SOU 15,,,21,385,,,,,,,,,,,13.0,212.0,139.0,
2003,general,south,SOU,16,16th District ……………,Buffalo SOU 16,,,12,315,,,,,,,,,,,12.0,226.0,65.0,
2003,general,south,SOU,17,17th District ……………,Buffalo SOU 17,,,11,327,,,,,,,,,,,14.0,226.0,76.0,
2003,general,south,SOU,18,18th District ……………,Buffalo SOU 18,,,24,520,,,,,,,,,,,19.0,310.0,167.0,
2003,general,south,SOU,19,19th District ……………,Buffalo SOU 19,,,23,398,,,,,,,,,,,13.0,227.0,135.0,
2003,general,south,SOU,20,20th District ……………,Buffalo SOU 20,,,10,199,,,,,,,,,,,6.0,130.0,53.0,
2003,general,south,SOU,21,21st District ……………,Buffalo SOU 21,,,8,170,,,,,,,,,,,13.0,111.0,38.0,
2003,general,south,SOU,22,22nd District ……………,Buffalo SOU 22,,,6,144,,,,,,,,,,,3.0,117.0,18.0,
2003,general,south,SOU,23,23rd District ……………,Buffalo SOU 23,,,13,367,,,,,,,,,,,14.0,230.0,110.0,
2003,general,south,SOU,24,24th District ……………,Buffalo SOU 24,,,13,216,,,,,,,,,,,10.0,102.0,91.0,
2003,general,south,SOU,25,25th District ……………,Buffalo SOU 25,,,7,209,,,,,,,,,,,8.0,117.0,77.0,
2003,general,south,SOU,26,26th District ……………,Buffalo SOU 26,,,4,208,,,,,,,,,,,5.0,101.0,98.0,
2003,general,south,SOU,27,27th District ……………,Buffalo SOU 27,,,12,286,,,,,,,,,,,14.0,185.0,75.0,
2003,general,south,SOU,28,28th District ……………,Buffalo SOU 28,,,9,379,,,,,,,,,,,11.0,235.0,124.0,
2003,general,south,SOU,29,29th District ……………,Buffalo SOU 29,,,20,330,,,,,,,,,,,14.0,207.0,89.0,
2003,general,south,SOU,30,30th District ……………,Buffalo SOU 30,,,8,210,,,,,,,,,,,5.0,121.0,76.0,
2003,general,south,SOU,31,31st District ……………,Buffalo SOU 31,,,14,265,,,,,,,,,,,9.0,150.0,92.0,
2003,general,south,SOU,32,32nd District ……………,Buffalo SOU 32,,,10,280,,,,,,,,,,,21.0,193.0,56.0,
2003,general,south,SOU,33,33rd District ……………,Buffalo SOU 33,,,15,291,,,,,,,,,,,10.0,194.0,72.0,
2003,general,university,UNI,1,1st District ……………,Buffalo UNI 1,,,24,183,,,,,,,,,,,,,,159.0
2003,general,university,UNI,2,2nd District ……………,Buffalo UNI 2,,,60,291,,,,,,,,,,,,,,231.0
2003,general,university,UNI,3,3rd District ……………,Buffalo UNI 3,,,45,196,,,,,,,,,,,,,,151.0
2003,general,university,UNI,4,4th District ……………,Buffalo UNI 4,,,54,322,,,,,,,,,,,,,,268.0
2003,general,university,UNI,5,5th District ……………,Buffalo UNI 5,,,44,282,,,,,,,,,,,,,,238.0
2003,general,university,UNI,6,6th District ……………,Buffalo UNI 6,,,42,178,,,,,,,,,,,,,,136.0
2003,general,university,UNI,7,7th District ……………,Buffalo UNI 7,,,31,148,,,,,,,,,,,,,,117.0
2003,general,university,UNI,8,8th District ……………,Buffalo UNI 8,,,49,232,,,,,,,,,,,,,,183.0
2003,general,university,UNI,9,9th District ……………,Buffalo UNI 9,,,37,195,,,,,,,,,,,,,,158.0
2003,general,university,UNI,10,10th District ……………,Buffalo UNI 10,,,33,191,,,,,,,,,,,,,,158.0
2003,general,university,UNI,11,11th District ……………,Buffalo UNI 11,,,62,272,,,,,,,,,,,,,,210.0
2003,general,university,UNI,12,12th District ……………,Buffalo UNI 12,,,13,31,,,,,,,,,,,,,,18.0
2003,general,university,UNI,13,13th District ……………,Buffalo UNI 13,,,42,219,,,,,,,,,,,,,,177.0
2003,general,university,UNI,14,14th District ……………,Buffalo UNI 14,,,2,2,,,,,,,,,,,,,,0.0
2003,general,university,UNI,15,15th District ……………,Buffalo UNI 15,,,20,157,,,,,,,,,,,,,,137.0
2003,general,university,UNI,16,16th District ……………,Buffalo UNI 16,,,53,319,,,,,,,,,,,,,,266.0
2003,general,university,UNI,17,17th District ……………,Buffalo UNI 17,,,6,43,,,,,,,,,,,,,,37.0
2003,general,university,UNI,18,18th District ……………,Buffalo UNI 18,,,50,332,,,,,,,,,,,,,,282.0
2003,general,university,UNI,19,19th District ……………,Buffalo UNI 19,,,48,136,,,,,,,,,,,,,,88.0
2003,general,university,UNI,20,20th District ……………,Buffalo UNI 20,,,45,211,,,,,,,,,,,,,,166.0
2003,general,university,UNI,21,21st District ……………,Buffalo UNI 21,,,15,104,,,,,,,,,,,,,,89.0
2003,general,university,UNI,22,22nd District ……………,Buffalo UNI 22,,,31,176,,,,,,,,,,,,,,145.0
2003,general,university,UNI,23,23rd District ……………,Buffalo UNI 23,,,39,228,,,,,,,,,,,,,,189.0
2003,general,university,UNI,24,24th District ……………,Buffalo UNI 24,,,31,192,,,,,,,,,,,,,,161.0
2003,general,university,UNI,25,25th District ……………,Buffalo UNI 25,,,32,233,,,,,,,,,,,,,,201.0
2003,general,university,UNI,26,26th District ……………,Buffalo UNI 26,,,20,190,,,,,,,,,,,,,,170.0
2003,general,university,UNI,27,27th District ……………,Buffalo UNI 27,,,47,290,,,,,,,,,,,,,,243.0
2003,general,university,UNI,28,28th District ……………,Buffalo UNI 28,,,50,250,,,,,,,,,,,,,,200.0
2003,general,university,UNI,29,29th District ……………,Buffalo UNI 29,,,31,174,,,,,,,,,,,,,,143.0
2003,general,university,UNI,30,30th District ……………,Buffalo UNI 30,,,24,184,,,,,,,,,,,,,,160.0
2003,general,university,UNI,31,31st District ……………,Buffalo UNI 31,,,87,423,,,,,,,,,,,,,,336.0
