year,election_type,district,ward,ed_num,ed_label,shapefile_key,Michael J. LoCurto,"Blank, Void & Scattering",TOTAL,Darius G. Pridgen,David A. Franczyk,Samuel A. Herbert,Richard A .Fontana,Richard A. Fontana,Demone A. Smith,David A. Rivera,Joseph Golombek Jr,Michael P. Kearns,Bonnie E. Russell
2011,general,south,SOU,30,30th District ……………,Buffalo SOU 30,,18,134,,,,,,,,,116.0,
2011,general,university,UNI,1,1st District ……………,Buffalo UNI 1,,0,3,,,,,,,,,,3.0
2011,general,university,UNI,2,2nd District ……………,Buffalo UNI 2,,43,225,,,,,,,,,,182.0
2011,general,university,UNI,3,3rd District ……………,Buffalo UNI 3,,29,151,,,,,,,,,,122.0
2011,general,university,UNI,4,4th District ……………,Buffalo UNI 4,,41,272,,,,,,,,,,231.0
2011,general,university,UNI,5,5th District ……………,Buffalo UNI 5,,38,316,,,,,,,,,,278.0
2011,general,university,UNI,6,6th District ……………,Buffalo UNI 6,,21,166,,,,,,,,,,145.0
2011,general,university,UNI,7,7th District ……………,Buffalo UNI 7,,0,0,,,,,,,,,,0.0
2011,general,university,UNI,8,8th District ……………,Buffalo UNI 8,,37,220,,,,,,,,,,183.0
2011,general,university,UNI,9,9th District ……………,Buffalo UNI 9,,42,327,,,,,,,,,,285.0
2011,general,university,UNI,10,10th District ……………,Buffalo UNI 10,,17,177,,,,,,,,,,160.0
2011,general,university,UNI,11,11th District ……………,Buffalo UNI 11,,93,319,,,,,,,,,,226.0
2011,general,university,UNI,12,12th District ……………,Buffalo UNI 12,,5,27,,,,,,,,,,22.0
2011,general,university,UNI,13,13th District ……………,Buffalo UNI 13,,91,381,,,,,,,,,,290.0
2011,general,university,UNI,14,14th District ……………,Buffalo UNI 14,,0,0,,,,,,,,,,0.0
2011,general,university,UNI,15,15th District ……………,Buffalo UNI 15,,9,55,,,,,,,,,,46.0
2011,general,university,UNI,16,16th District ……………,Buffalo UNI 16,,42,293,,,,,,,,,,251.0
2011,general,university,UNI,17,17th District ……………,Buffalo UNI 17,,12,36,,,,,,,,,,24.0
2011,general,university,UNI,18,18th District ……………,Buffalo UNI 18,,66,274,,,,,,,,,,208.0
2011,general,university,UNI,19,19th District ……………,Buffalo UNI 19,,12,67,,,,,,,,,,55.0
2011,general,university,UNI,20,20th District ……………,Buffalo UNI 20,,4,62,,,,,,,,,,58.0
2011,general,university,UNI,21,21st District ……………,Buffalo UNI 21,,28,74,,,,,,,,,,46.0
2011,general,university,UNI,22,22nd District ……………,Buffalo UNI 22,,23,155,,,,,,,,,,132.0
2011,general,university,UNI,23,23rd District ……………,Buffalo UNI 23,,16,178,,,,,,,,,,162.0
2011,general,university,UNI,24,24th District ……………,Buffalo UNI 24,,12,148,,,,,,,,,,136.0
2011,general,university,UNI,25,25th District ……………,Buffalo UNI 25,,15,195,,,,,,,,,,180.0
2011,general,university,UNI,26,26th District ……………,Buffalo UNI 26,,17,156,,,,,,,,,,139.0
2011,general,university,UNI,27,27th District ……………,Buffalo UNI 27,,10,39,,,,,,,,,,29.0
2011,general,university,UNI,28,28th District ……………,Buffalo UNI 28,,23,185,,,,,,,,,,162.0
2011,general,university,UNI,29,29th District ……………,Buffalo UNI 29,,21,138,,,,,,,,,,117.0
2011,general,university,UNI,30,30th District.................,Buffalo UNI 30,,24,144,,,,,,,,,,120.0
