year,election_type,district,ward,ed_num,ed_label,shapefile_key,Joel P. Feroleto,Blank,Void,Scattering,TOTAL,Leah M. Halton Pope,Leah M. Halton-Pope,Michael Chapman Community 1,Mitchell P. Nowakowski,Samuel A. Herbert,Bryan J. Bollman,David K. McElroy,Zeneta B. Everhart,Murray Holman,Gina R. Davis,David A. Rivera,Joseph Golombek Jr,Christopher P. Scanlon,Rasheed N. Wyatt,Kathryn E.A. Franco
2023,general,south,SOU,20,Sou 020,Buffalo SOU 20,,30,0,3,108,,,,,,,,,,,,,75.0,,
2023,general,south,SOU,21,Sou 021,Buffalo SOU 21,,55,0,5,271,,,,,,,,,,,,,211.0,,
2023,general,south,SOU,22,Sou 022,Buffalo SOU 22,,29,0,2,113,,,,,,,,,,,,,82.0,,
2023,general,south,SOU,23,Sou 023,Buffalo SOU 23,,44,0,0,213,,,,,,,,,,,,,169.0,,
2023,general,south,SOU,24,Sou 024,Buffalo SOU 24,,49,0,4,286,,,,,,,,,,,,,233.0,,
2023,general,south,SOU,25,Sou 025,Buffalo SOU 25,,52,0,6,381,,,,,,,,,,,,,323.0,,
2023,general,south,SOU,26,Sou 026,Buffalo SOU 26,,34,0,8,155,,,,,,,,,,,,,113.0,,
2023,general,south,SOU,27,Sou 027,Buffalo SOU 27,,40,0,5,165,,,,,,,,,,,,,120.0,,
2023,general,south,SOU,28,Sou 028,Buffalo SOU 28,,58,0,4,346,,,,,,,,,,,,,284.0,,
2023,general,south,SOU,29,Sou 029,Buffalo SOU 29,,22,0,4,119,,,,,,,,,,,,,93.0,,
2023,general,university,UNI,1,Uni 001,Buffalo UNI 1,,9,0,0,62,,,,,,,,,,,,,,32.0,21.0
2023,general,university,UNI,2,Uni 002,Buffalo UNI 2,,16,0,0,212,,,,,,,,,,,,,,134.0,62.0
2023,general,university,UNI,3,Uni 003,Buffalo UNI 3,,17,0,4,270,,,,,,,,,,,,,,152.0,97.0
2023,general,university,UNI,4,Uni 004,Buffalo UNI 4,,9,0,0,137,,,,,,,,,,,,,,89.0,39.0
2023,general,university,UNI,5,Uni 005,Buffalo UNI 5,,12,0,0,141,,,,,,,,,,,,,,91.0,38.0
2023,general,university,UNI,6,Uni 006,Buffalo UNI 6,,5,0,0,65,,,,,,,,,,,,,,35.0,25.0
2023,general,university,UNI,7,Uni 007,Buffalo UNI 7,,17,1,4,197,,,,,,,,,,,,,,127.0,48.0
2023,general,university,UNI,8,Uni 008,Buffalo UNI 8,,2,0,0,48,,,,,,,,,,,,,,31.0,15.0
2023,general,university,UNI,9,Uni 009,Buffalo UNI 9,,0,0,0,48,,,,,,,,,,,,,,35.0,13.0
2023,general,university,UNI,10,Uni 010,Buffalo UNI 10,,18,0,5,225,,,,,,,,,,,,,,172.0,30.0
2023,general,university,UNI,11,Uni 011,Buffalo UNI 11,,4,0,0,112,,,,,,,,,,,,,,95.0,13.0
2023,general,university,UNI,12,Uni 012,Buffalo UNI 12,,21,0,1,243,,,,,,,,,,,,,,187.0,34.0
2023,general,university,UNI,13,Uni 013,Buffalo UNI 13,,6,0,0,184,,,,,,,,,,,,,,146.0,32.0
2023,general,university,UNI,14,Uni 014,Buffalo UNI 14,,9,0,1,118,,,,,,,,,,,,,,90.0,18.0
2023,general,university,UNI,15,Uni 015,Buffalo UNI 15,,4,1,2,138,,,,,,,,,,,,,,121.0,10.0
2023,general,university,UNI,16,Uni 016,Buffalo UNI 16,,4,1,0,143,,,,,,,,,,,,,,126.0,12.0
2023,general,university,UNI,17,Uni 017,Buffalo UNI 17,,5,0,0,142,,,,,,,,,,,,,,127.0,10.0
2023,general,university,UNI,18,Uni 018,Buffalo UNI 18,,1,0,0,19,,,,,,,,,,,,,,13.0,5.0
2023,general,university,UNI,19,Uni 019,Buffalo UNI 19,,4,0,0,113,,,,,,,,,,,,,,99.0,10.0
2023,general,university,UNI,20,Uni 020,Buffalo UNI 20,,1,0,0,115,,,,,,,,,,,,,,110.0,4.0
2023,general,university,UNI,21,Uni 021,Buffalo UNI 21,,5,0,3,180,,,,,,,,,,,,,,162.0,10.0
2023,general,university,UNI,22,Uni 022,Buffalo UNI 22,,8,0,1,112,,,,,,,,,,,,,,97.0,6.0
2023,general,university,UNI,23,Uni 023,Buffalo UNI 23,,5,0,0,97,,,,,,,,,,,,,,89.0,3.0
2023,general,university,UNI,24,Uni 024,Buffalo UNI 24,,9,0,0,144,,,,,,,,,,,,,,130.0,5.0
2023,general,university,UNI,25,Uni 025,Buffalo UNI 25,,6,0,3,207,,,,,,,,,,,,,,180.0,18.0
2023,general,university,UNI,26,Uni 026,Buffalo UNI 26,,5,0,0,110,,,,,,,,,,,,,,97.0,8.0
2023,general,university,UNI,27,Uni 027,Buffalo UNI 27,,4,0,0,68,,,,,,,,,,,,,,62.0,2.0
