year,election_type,district,ward,ed_num,ed_label,shapefile_key,Joel Feroleto,"Blank, Void, & Scattering",TOTAL,Darius G. Pridgen,Mitch Nowakowski,Raymond Brinson,Mohammed Jahangir Alam United Fillmore District,David P. Howard Choice,Sam Herbert,Bryan J. Bollman,Antionette T. Craig Lovejoy United 5,Ulysees O. Wingo,Veronica Golden,Nate Boyd,David A. Rivera,Mark T. Supples,Charley Tarr,Joseph Golombek Jr.,Christopher P. Scanlon,Rasheed N. Wyatt,Dorethea Franklin
2019,general,niagara,NIA,15,Nia 015,Buffalo NIA 15,,3,69,,,,,,,,,,,,52.0,12.0,2.0,,,,
2019,general,niagara,NIA,16,Nia 016,Buffalo NIA 16,,10,155,,,,,,,,,,,,121.0,21.0,3.0,,,,
2019,general,niagara,NIA,17,Nia 017,Buffalo NIA 17,,2,56,,,,,,,,,,,,45.0,5.0,4.0,,,,
2019,general,niagara,NIA,18,Nia 018,Buffalo NIA 18,,9,286,,,,,,,,,,,,215.0,48.0,14.0,,,,
2019,general,niagara,NIA,19,Nia 019,Buffalo NIA 19,,12,429,,,,,,,,,,,,276.0,127.0,14.0,,,,
2019,general,niagara,NIA,20,Nia 020,Buffalo NIA 20,,1,33,,,,,,,,,,,,22.0,7.0,3.0,,,,
2019,general,niagara,NIA,21,Nia 021,Buffalo NIA 21,,8,214,,,,,,,,,,,,146.0,49.0,11.0,,,,
2019,general,niagara,NIA,22,Nia 022,Buffalo NIA 22,,1,72,,,,,,,,,,,,56.0,11.0,4.0,,,,
2019,general,niagara,NIA,23,Nia 023,Buffalo NIA 23,,0,98,,,,,,,,,,,,79.0,16.0,3.0,,,,
2019,general,niagara,NIA,24,Nia 024,Buffalo NIA 24,,3,195,,,,,,,,,,,,155.0,23.0,14.0,,,,
2019,general,niagara,NIA,25,Nia 025,Buffalo NIA 25,,10,273,,,,,,,,,,,,213.0,44.0,6.0,,,,
2019,general,niagara,NIA,26,Nia 026,Buffalo NIA 26,,10,120,,,,,,,,,,,,80.0,25.0,5.0,,,,
2019,general,niagara,NIA,27,Nia 027,Buffalo NIA 27,,4,59,,,,,,,,,,,,40.0,11.0,4.0,,,,
2019,general,niagara,NIA,28,Nia 028,Buffalo NIA 28,,7,145,,,,,,,,,,,,92.0,38.0,8.0,,,,
2019,general,north,NOR,1,Nor 001,Buffalo NOR 1,,19,132,,,,,,,,,,,,,,,113.0,,,
2019,general,north,NOR,2,Nor 002,Buffalo NOR 2,,18,142,,,,,,,,,,,,,,,124.0,,,
2019,general,north,NOR,3,Nor 003,Buffalo NOR 3,,10,63,,,,,,,,,,,,,,,53.0,,,
2019,general,north,NOR,4,Nor 004,Buffalo NOR 4,,20,106,,,,,,,,,,,,,,,86.0,,,
2019,general,north,NOR,5,Nor 005,Buffalo NOR 5,,12,106,,,,,,,,,,,,,,,94.0,,,
2019,general,north,NOR,6,Nor 006,Buffalo NOR 6,,16,91,,,,,,,,,,,,,,,75.0,,,
2019,general,north,NOR,7,Nor 007,Buffalo NOR 7,,13,74,,,,,,,,,,,,,,,61.0,,,
2019,general,north,NOR,8,Nor 008,Buffalo NOR 8,,2,17,,,,,,,,,,,,,,,15.0,,,
2019,general,north,NOR,9,Nor 009,Buffalo NOR 9,,20,138,,,,,,,,,,,,,,,118.0,,,
2019,general,north,NOR,10,Nor 010,Buffalo NOR 10,,12,96,,,,,,,,,,,,,,,84.0,,,
2019,general,north,NOR,11,Nor 011,Buffalo NOR 11,,16,154,,,,,,,,,,,,,,,138.0,,,
2019,general,north,NOR,12,Nor 012,Buffalo NOR 12,,21,148,,,,,,,,,,,,,,,127.0,,,
2019,general,north,NOR,13,Nor 013,Buffalo NOR 13,,12,100,,,,,,,,,,,,,,,88.0,,,
2019,general,north,NOR,14,Nor 014,Buffalo NOR 14,,10,51,,,,,,,,,,,,,,,41.0,,,
2019,general,north,NOR,15,Nor 015,Buffalo NOR 15,,8,30,,,,,,,,,,,,,,,22.0,,,
2019,general,north,NOR,16,Nor 016,Buffalo NOR 16,,18,95,,,,,,,,,,,,,,,77.0,,,
2019,general,north,NOR,17,Nor 017,Buffalo NOR 17,,12,107,,,,,,,,,,,,,,,95.0,,,
2019,general,north,NOR,18,Nor 018,Buffalo NOR 18,,16,121,,,,,,,,,,,,,,,105.0,,,
2019,general,north,NOR,19,Nor 019,Buffalo NOR 19,,12,98,,,,,,,,,,,,,,,86.0,,,
2019,general,north,NOR,20,Nor 020,Buffalo NOR 20,,43,300,,,,,,,,,,,,,,,257.0,,,
2019,general,north,NOR,21,Nor 021,Buffalo NOR 21,,17,104,,,,,,,,,,,,,,,87.0,,,
2019,general,north,NOR,22,Nor 022,Buffalo NOR 22,,8,57,,,,,,,,,,,,,,,49.0,,,
2019,general,north,NOR,23,Nor 023,Buffalo NOR 23,,38,274,,,,,,,,,,,,,,,236.0,,,
2019,general,north,NOR,24,Nor 024,Buffalo NOR 24,,18,195,,,,,,,,,,,,,,,177.0,,,
2019,general,north,NOR,25,Nor 025,Buffalo NOR 25,,6,52,,,,,,,,,,,,,,,46.0,,,
2019,general,north,NOR,26,Nor 026,Buffalo NOR 26,,7,27,,,,,,,,,,,,,,,20.0,,,
2019,general,north,NOR,27,Nor 027,Buffalo NOR 27,,7,37,,,,,,,,,,,,,,,30.0,,,
2019,general,south,SOU,1,Sou 001,Buffalo SOU 1,,20,51,,,,,,,,,,,,,,,,31.0,,
2019,general,south,SOU,2,Sou 002,Buffalo SOU 2,,53,277,,,,,,,,,,,,,,,,224.0,,
2019,general,south,SOU,3,Sou 003,Buffalo SOU 3,,24,134,,,,,,,,,,,,,,,,110.0,,
2019,general,south,SOU,4,Sou 004,Buffalo SOU 4,,19,138,,,,,,,,,,,,,,,,119.0,,
2019,general,south,SOU,5,Sou 005,Buffalo SOU 5,,54,229,,,,,,,,,,,,,,,,175.0,,
2019,general,south,SOU,6,Sou 006,Buffalo SOU 6,,24,126,,,,,,,,,,,,,,,,102.0,,
2019,general,south,SOU,7,Sou 007,Buffalo SOU 7,,10,98,,,,,,,,,,,,,,,,88.0,,
2019,general,south,SOU,8,Sou 008,Buffalo SOU 8,,28,142,,,,,,,,,,,,,,,,114.0,,
2019,general,south,SOU,9,Sou 009,Buffalo SOU 9,,38,164,,,,,,,,,,,,,,,,126.0,,
2019,general,south,SOU,10,Sou 010,Buffalo SOU 10,,23,121,,,,,,,,,,,,,,,,98.0,,
2019,general,south,SOU,11,Sou 011,Buffalo SOU 11,,70,328,,,,,,,,,,,,,,,,258.0,,
2019,general,south,SOU,12,Sou 012,Buffalo SOU 12,,30,175,,,,,,,,,,,,,,,,145.0,,
2019,general,south,SOU,13,Sou 013,Buffalo SOU 13,,27,137,,,,,,,,,,,,,,,,110.0,,
2019,general,south,SOU,14,Sou 014,Buffalo SOU 14,,11,158,,,,,,,,,,,,,,,,147.0,,
2019,general,south,SOU,15,Sou 015,Buffalo SOU 15,,12,112,,,,,,,,,,,,,,,,100.0,,
2019,general,south,SOU,16,Sou 016,Buffalo SOU 16,,53,215,,,,,,,,,,,,,,,,162.0,,
2019,general,south,SOU,17,Sou 017,Buffalo SOU 17,,30,252,,,,,,,,,,,,,,,,222.0,,
2019,general,south,SOU,18,Sou 018,Buffalo SOU 18,,36,256,,,,,,,,,,,,,,,,220.0,,
2019,general,south,SOU,19,Sou 019,Buffalo SOU 19,,22,69,,,,,,,,,,,,,,,,47.0,,
2019,general,south,SOU,20,Sou 020,Buffalo SOU 20,,25,103,,,,,,,,,,,,,,,,78.0,,
2019,general,south,SOU,21,Sou 021,Buffalo SOU 21,,10,100,,,,,,,,,,,,,,,,90.0,,
2019,general,south,SOU,22,Sou 022,Buffalo SOU 22,,33,154,,,,,,,,,,,,,,,,121.0,,
2019,general,south,SOU,23,Sou 023,Buffalo SOU 23,,37,217,,,,,,,,,,,,,,,,180.0,,
2019,general,south,SOU,24,Sou 024,Buffalo SOU 24,,57,278,,,,,,,,,,,,,,,,221.0,,
2019,general,south,SOU,25,Sou 025,Buffalo SOU 25,,62,388,,,,,,,,,,,,,,,,326.0,,
2019,general,south,SOU,26,Sou 026,Buffalo SOU 26,,35,155,,,,,,,,,,,,,,,,120.0,,
2019,general,south,SOU,27,Sou 027,Buffalo SOU 27,,40,169,,,,,,,,,,,,,,,,129.0,,
2019,general,south,SOU,28,Sou 028,Buffalo SOU 28,,57,357,,,,,,,,,,,,,,,,300.0,,
2019,general,south,SOU,29,Sou 029,Buffalo SOU 29,,28,122,,,,,,,,,,,,,,,,94.0,,
2019,general,south,SOU,30,Sou 030,Buffalo SOU 30,,46,279,,,,,,,,,,,,,,,,233.0,,
2019,general,university,UNI,1,Uni 001,Buffalo UNI 1,,16,101,,,,,,,,,,,,,,,,,71.0,14.0
2019,general,university,UNI,2,Uni 002,Buffalo UNI 2,,19,214,,,,,,,,,,,,,,,,,151.0,44.0
2019,general,university,UNI,3,Uni 003,Buffalo UNI 3,,33,265,,,,,,,,,,,,,,,,,174.0,58.0
2019,general,university,UNI,4,Uni 004,Buffalo UNI 4,,9,128,,,,,,,,,,,,,,,,,100.0,19.0
2019,general,university,UNI,5,Uni 005,Buffalo UNI 5,,23,183,,,,,,,,,,,,,,,,,125.0,35.0
2019,general,university,UNI,6,Uni 006,Buffalo UNI 6,,7,67,,,,,,,,,,,,,,,,,42.0,18.0
2019,general,university,UNI,7,Uni 007,Buffalo UNI 7,,48,329,,,,,,,,,,,,,,,,,229.0,52.0
2019,general,university,UNI,8,Uni 008,Buffalo UNI 8,,5,52,,,,,,,,,,,,,,,,,36.0,11.0
2019,general,university,UNI,9,Uni 009,Buffalo UNI 9,,4,51,,,,,,,,,,,,,,,,,38.0,9.0
2019,general,university,UNI,10,Uni 010,Buffalo UNI 10,,18,261,,,,,,,,,,,,,,,,,221.0,22.0
2019,general,university,UNI,11,Uni 011,Buffalo UNI 11,,21,136,,,,,,,,,,,,,,,,,109.0,6.0
2019,general,university,UNI,12,Uni 012,Buffalo UNI 12,,22,267,,,,,,,,,,,,,,,,,231.0,14.0
2019,general,university,UNI,13,Uni 013,Buffalo UNI 13,,22,213,,,,,,,,,,,,,,,,,176.0,15.0
2019,general,university,UNI,14,Uni 014,Buffalo UNI 14,,19,132,,,,,,,,,,,,,,,,,105.0,8.0
2019,general,university,UNI,15,Uni 015,Buffalo UNI 15,,11,150,,,,,,,,,,,,,,,,,133.0,6.0
2019,general,university,UNI,16,Uni 016,Buffalo UNI 16,,16,158,,,,,,,,,,,,,,,,,130.0,12.0
2019,general,university,UNI,17,Uni 017,Buffalo UNI 17,,19,133,,,,,,,,,,,,,,,,,107.0,7.0
2019,general,university,UNI,18,Uni 018,Buffalo UNI 18,,5,54,,,,,,,,,,,,,,,,,46.0,3.0
2019,general,university,UNI,19,Uni 019,Buffalo UNI 19,,12,133,,,,,,,,,,,,,,,,,113.0,8.0
2019,general,university,UNI,20,Uni 020,Buffalo UNI 20,,14,123,,,,,,,,,,,,,,,,,105.0,4.0
2019,general,university,UNI,21,Uni 021,Buffalo UNI 21,,7,174,,,,,,,,,,,,,,,,,158.0,9.0
2019,general,university,UNI,22,Uni 022,Buffalo UNI 22,,11,130,,,,,,,,,,,,,,,,,111.0,8.0
2019,general,university,UNI,23,Uni 023,Buffalo UNI 23,,16,111,,,,,,,,,,,,,,,,,92.0,3.0
2019,general,university,UNI,24,Uni 024,Buffalo UNI 24,,18,170,,,,,,,,,,,,,,,,,149.0,3.0
2019,general,university,UNI,25,Uni 025,Buffalo UNI 25,,20,227,,,,,,,,,,,,,,,,,191.0,16.0
2019,general,university,UNI,26,Uni 026,Buffalo UNI 26,,17,132,,,,,,,,,,,,,,,,,108.0,7.0
2019,general,university,UNI,27,Uni 027,Buffalo UNI 27,,4,70,,,,,,,,,,,,,,,,,62.0,4.0
